lyrics,enum
"ভোর থেকে আজ বাদল ছুটেছে– আয় গো আয়।
কাঁচা রোদখানি পড়েছে বনের ভিজে পাতায়॥
      ঝিকি ঝিকি করি কাঁপিতেছে বট–
      ওগো ঘাটে আয়, নিয়ে আয় ঘট–
পথের দু ধারে শাখে শাখে আজি পাখিরা গায়॥
তপন-আতপে আতপ্ত হয়ে উঠেছে বেলা,
খঞ্জন-দুটি আলস্যভরে ছেড়েছে খেলা।
     কলস পাকড়ি আঁকড়িয়া বুকে
     ভরা জলে তোরা ভেসে যাবি সুখে
তিমিরনিবিড় ঘনঘোর ঘুমে স্বপন-প্রায়–   আয় গো আয়॥
মেঘ ছুটে গেল, নাই গো বাদল– আয় গো আয়।
আজিকে সকালে শিথিল কোমল বহিছে বায়–  আয় গো আয়।
      এ ঘাট হইতে ও ঘাটে তাহার
      কথা-বলাবলি নাহি চলে আর,
একাকার হল তীরে আর নীরে তাল-তলায়–   আয় গো আয়॥",1
"নীল নবঘনে আষাঢ়গগনে তিল ঠাঁই আর নাহি রে।
ওগো, আজ তোরা যাস নে ঘরের বাহিরে॥
বাদলের ধারা ঝরে ঝরো ঝরো,   আউশের ক্ষেত জলে ভরো ভরো,
কালীমাখা মেঘে ও পারে আঁধার ঘনিয়েছে দেখ্‌ চাহি রে॥

ওই শোনো শোনো পারে যাবে বলে কে ডাকিছে যেন মাঝিরে।
খেয়া-পারাপার বন্ধ হয়েছে আজি রে।
পূবে হাওয়া বয়, কূলে নেই কেউ,   দু কূল বাহিয়া উঠে পড়ে ঢেউ–
দরো দরো বেগে জলে পড়ি জল ছলো ছলো উঠে বাজি রে।
খেয়া-পারাপার বন্ধ হয়েছে আজি রে॥

ওই ডাকে শোনো ধেনু ঘন ঘন, ধবলীরে আনো গোহালে–
এখনি আঁধার হবে বেলাটুকু পোহালে।
দুয়ারে দাঁড়ায়ে ওগো দেখো দেখি,   মাঠে গেছে যারা তারা ফিরিছে কি,
রাখালবালক না জানি কোথায় সারা দিন আজি খোয়ালে।
এখনি আঁধার হবে বেলাটুকু পোহালে॥

ওগো, আজ তোরা যাস নে গো তোরা যাস নে ঘরের বাহিরে।
আকাশ আঁধার, বেলা বেশি আর নাহি রে।
ঝরো ঝরো ধারে ভিজিবে নিচোল,   ঘাটে যেতে পথ হয়েছে পিছল–
ওই বেণুবন দোলে ঘন ঘন পথপাশে দেখো চাহি রে॥",1
"থামাও   রিমিকি ঝিমিকি বরিষন, ঝিল্লিঝনক-ঝন-নন,   হে শ্রাবণ।
           ঘুচাও ঘুচাও স্বপ্নমোহ-অবগুন্ঠন ঘুচাও–
             এসো হে, এসো হে, দুর্দম বীর এসো  হে।
    ঝড়ের রথে  অগম পথে  জড়ের বাধা যত করো উন্‌মূলন॥
জ্বালো জ্বালো বিদ্যুৎ-শিখা জ্বালো,
    দেখাও তিমিরভেদী দীপ্তি তোমার দেখাও।
দিগ্‌‍বিজয়ী তব বাণী দেহো আনি, গগনে গগনে সুপ্তিভেদী তব গর্জন জাগাও॥",1
"আজি   পল্লিবালিকা অলকগুচ্ছ সাজালো   বকুলফুলের দুলে,
 যেন   মেঘরাগিণী-রচিত কী সুর দুলালো কর্ণমূলে।
 ওরা চলেছে কুঞ্জচ্ছায়াবীথিকায় হস্যকল্লোল-উছল গীতিকায়
         বেণুমর্মরমুখর পবনে তরঙ্গ তুলে॥
  আজি   নীপশাখায়-শাখায়  দুলিছে  পুষ্পদোলা,
  আজি   কূলে কূলে তরল প্রলাপে যমুনা কলরোলা।
     মেঘপুঞ্জ গরজে গুরু গুরু   বনের বক্ষ কাঁপে দুরু দুরু–
          স্বপ্নলোকে পথ হারানু মনের ভুলে॥",1
"ওই   মালতীলতা দোলে
পিয়ালতরুর কোলে   পূব-হাওয়াতে॥
   মোর   হৃদয়ে লাগে দোলা,   ফিরি আপন-ভোলা–
   মোর ভাবনা কোথায় হারা   মেঘের মতন যায় চলে॥
জানি নে কোথায় জাগো   ওগো বন্ধু পরবাসী–
        কোন্‌   নিভৃত বাতায়নে।
   সেথা   নিশীথের জল-ভরা কন্ঠে
   কোন্‌   বিরহিণীর বাণী তোমারে কী যায় বলে॥",1
"আঁধার অম্বরে প্রচণ্ড ডম্বরু   বাজিল গম্ভীর গরজনে।
অশত্থপল্লবে অশান্ত হিল্লোল   সমীরচঞ্চল দিগঙ্গনে॥
নদীর কল্লোল, বনের মর্মর,     বাদল-উচ্ছল নির্ঝর-ঝর্ঝর,
ধ্বনি তরঙ্গিল নিবিড় সঙ্গীতে–শ্রাবণসন্ন্যাসী রচিল রাগিণী॥
কদম্বকুঞ্জের সুগন্ধমদিরা   অজস্র লুটিছে দুরন্ত ঝটিকা।
তড়িৎশিখা ছুটে দিগন্ত সন্ধিয়া,   ভয়ার্ত যামিনী উঠিছে ত্রন্দিয়া–
নাচিছে যেন কোন্‌ প্রমত্ত দানব   মেঘের দুর্গের দুয়ার হানিয়া॥",1
" হৃদয় আমার নাচেরে আজিকে ময়ূরের মত নাচেরে।
        শত বরনের ভাব উচ্ছ্বাস  কলাপের মতো করেছে বিকাশ,
        আকুল পরান আকাশে চাহিয়া উল্লাসে কারে যাচে রে॥
ওগো, নির্জনে বকুলশাখায় দোলায় কে আজি দুলিছে, দোদুল দুলিছে।
        ঝরকে ঝরকে ঝরিছে বকুল,  আঁচল আকাশে হতেছে আকুল,
        উড়িয়া অলক ঢাকিছে পলক– কবরী খসিয়া খুলিছে।
        ঝরে ঘনধারা নবপল্লবে,  কাঁপিছে কানন ঝিল্লির রবে–
        তীর ছাপি নদী কলকল্লোলে এল পল্লির কাছে রে॥",1
" আজ   বরষার রূপ হেরি মানবের মাঝে–
            চলেছে গরজি, চলেছে নিবিড় সাজে।
                  হৃদয়ে তাহার নাচিয়া উঠেছে ভীমা,
                  ধাইতে ধাইতে লোপ করে চলে সীমা,
                  কোন্‌ তাড়নায় মেঘের সহিত মেঘে
                           বক্ষে বক্ষে মিলিয়া বজ্র বাজে॥
             পুঞ্জে পুঞ্জে দূরে সুদূরের পানে
             দলে দলে চলে, কেন চলে নাহি জানে।
                  জানে না কিছুই কোন্ মহাদ্রিতলে
                  গভীর শ্রাবণে গলিয়া পড়িবে জলে,
                  নাহি জানে তার ঘনঘোর সমারোহে
                           কোন্‌ সে ভীষণ জীবন মরণ রাজে॥",1
"মনে হল যেন পেরিয়ে এলেম অন্তবিহীন পথ   আসিতে তোমার দ্বারে
         মরুতীর হতে সুধাশ্যামলিম পারে॥
      পথ হতে আমি গাঁথিয়া এনেছি সিক্ত যূথীর মালা
         সকরুণ-নিবেদনের-গন্ধ-ঢালা–
            লজ্জা দিয়ো   না তারে॥
         সজল মেঘের ছায়া ঘনাইছে বনে বনে,
         পথ-হারানোর বাজিছে বেদনা সমীরণে।
দূর হতে আমি দেখেছি তোমার ওই বাতায়নতলে  নিভৃতে প্রদীপ জ্বলে –
      আমার এ আখিঁ উৎসুক পাখি ঝড়ের অন্ধকারে॥",1
"তৃষ্ণার শান্তি     সুন্দরকান্তি,
               তুমি এলে নিখিলের সন্তাপভঞ্জন॥
           আঁকো ধরাবক্ষে   দিগ্‌বধূচক্ষে
               সুশীতল সুকোমল শ্যামরসরঞ্জন।
           এলে বীরছন্দে, তব কটিবন্ধে
               বিদ্যুত-অসিলতা বেজে ওঠে ঝন্‌ঝন॥
           তব উত্তরীয়ে   ছায়া দিলে ভরিয়ে–
               তমালবনশিখরে নবনীল-অঞ্জন।
           ঝিল্লির মন্দ্রে  মালতীর গন্ধে
               মিলাইলে চঞ্চল মধুকরগুঞ্জন।
           নৃত্যের ভঙ্গে   এলে নব রঙ্গে,
               সচকিত পল্লবে নাচে যেন খঞ্জন॥",1
"মম মন-উপবনে চলে অভিসারে   আঁধার রাতে বিরহিণী।
   রক্তে তারি নূপুর বাজে রিনিরিনি॥
      দুরু দুরু করে হিয়া,   মেঘ ওঠে গরজিয়া,
         ঝিল্লি ঝনকে ঝিনিঝিনি॥
মম মন-উপবনে ঝরে বারিধারা,   গগনে নাহি শশীতারা।
   বিজুলির চমকনে   মিলে আলো ক্ষণে ক্ষণে,
      ক্ষণে ক্ষণে পথ ভোলে উদাসিনী॥",1
"আজি   বরিষনমুখরিত শ্রাবণরাতি,
        স্মৃতিবেদনার মালা একেলা গাঁথি॥
আজি   কোন্‌ ভুলে ভুলি,   আঁধার ঘরেতে রাখি দুয়ার খুলি,
  মনে হয় বুঝি আসিছে সে   মোর দুখরজনীর সাথি॥
        আসিছে সে ধারাজলে সুর লাগায়ে,
        নীপবনে পুলক জাগায়ে।
  যদিও বা নাহি আসে   তবু বৃথা আশ্বাসে
  ধূলি-’পরে   রাখিব রে   মিলন-আসনখানি পাতি॥",1
"যায় দিন, শ্রাবণদিন যায়।
আঁধারিল মন মোর আশঙ্কায়,
মিলনের বৃথা প্রত্যাশায়   মায়াবিনী এই সন্ধ্যা ছলিছে॥
আসন্ন নির্জন রাতি,   হায়, মম পথ-চাওয়া বাতি
ব্যাকুলিছে শূন্যেরে কোন্‌ প্রশ্নে॥
দিকে দিকে কোথাও নাহি সাড়া,
ফিরে খ্যাপা হাওয়া গৃহছাড়া।
নিবিড়-তমিস্র-বিলুপ্ত-আশা   ব্যথিতা যামিনী খোঁজে ভাষা–
বৃষ্টিমুখরিত মর্মরছন্দে,   সিক্ত মালতীগন্ধে॥",1
"আমি কী গান গাব যে   ভেবে না পাই–
   মেঘলা আকাশে   উতলা বাতাসে   খুঁজে বেড়াই॥
   বনের গাছে গাছে জেগেছে ভাষা   ভাষাহারা নাচে–
   মন ওদের কাছে   চঞ্চলতার রাগিণী যাচে,
       সারা দিন   বিরামহীন   ফিরি যে তাই॥
আমার অঙ্গে   সুরতরঙ্গে   ডেকেছে বান,
    রসের প্লাবনে ডুবিয়া যাই।
       কী কথা রয়েছে আমার মনের ছায়াতে
       স্বপ্নপ্রদোষে– আমি   তারে যে চাই॥",1
"কিছু বলব বলে এসেছিলেম,
রইনু চেয়ে না বলে॥
      দেখিলাম, খোলা বাতায়নে   মালা গাঁথ আপন-মনে,
      গাও গুন্‌-গুন্‌ গুঞ্জরিয়া   যূথীকুঁড়ি নিয়ে কোলে॥
সারা আকাশ তোমার দিকে
চেয়ে ছিল অনিমিখে।
      মেঘ-ছেঁড়া আলো এসে   পড়েছিল কালো কেশে,
      বাদল-মেঘে মৃদুল হাওয়ায়   অলক দোলে॥",1
"মন মোর মেঘের সঙ্গী,
উড়ে চলে দিগ্‌‍দিগন্তের পানে
নি:সীম শূন্যে শ্রাবণবর্ষণসঙ্গীতে
রিমিঝিম   রিমিঝিম   রিমিঝিম॥
     মন মোর হংসবলাকার পাখায় যায় উড়ে
     ক্বচিৎ ক্বচিৎ চকিত তড়িত-আলোকে।
     ঝঞ্ঝনমঞ্জীর বাজায় ঝঞ্ঝা রুদ্র আনন্দে।
     কলো কলো কলমন্দ্রে নির্ঝরিণী
     ডাক দেয় প্রলয়-আহবানে॥
বায়ু বহে পূর্বসমুদ্র হতে
উচ্ছল ছলো ছলো তটিনীতরঙ্গে।
     মন মোর ধায় তারি মত্ত প্রবাহে
     তাল-তমাল-অরণ্যে
     ক্ষুব্ধ শাখার আন্দোলনে॥",1
"মোর   ভাবনারে কী হাওয়ায় মাতালো,
  দোলে মন দোলে অকারণ হরষে।
  হৃদয়গগনে সজল ঘন নবীন মেঘে
             রসের ধারা বরষে॥
        তাহারে দেখি না যে দেখি না,
        শুধু   মনে মনে ক্ষণে ক্ষণে ওই শোনা যায়
        বাজে অলখিত তারি চরণে
        রুনুরুনু  রুনুরুনু  নূপুরধ্বনি॥
গোপন  স্বপনে ছাইল
অপরশ  আঁচলের নব নীলিমা।
       উড়ে যায় বাদলের এই বাতাসে
তার     ছায়াময় এলো কেশ আকাশে।
        সে যে মন মোর দিল আকুলি
        জল-ভেজা কেতকীর দূর সুবাসে॥",1
"        আমার   প্রিয়ার ছায়া
        আকাশে আজ ভাসে,   হায় হায়।
                   বৃষ্টিসজল বিষণ্ণ নিশ্বাসে,   হায় হায়॥
                  আমার প্রিয়া মেঘের ফাঁকে ফাঁকে
                  সন্ধ্যাতারায় লুকিয়ে দেখে কাকে,
                  সন্ধ্যাদীপের লুপ্ত আলো স্মরণে তার আসে,   হায়॥
        বারি-ঝরা বনের গন্ধ নিয়া
        পরশ-হারা বরণমালা গাঁথে আমার প্রিয়া।
                  আমার প্রিয়া ঘন শ্রাবণধারায়
                  আকাশ ছেয়ে মনের কথা হারায়॥
                  আমার প্রিয়ার আঁচল দোলে
                  নিবিড় বনের শ্যামল উচ্ছাসে,   হায়॥",1
" ওগো সাঁওতালি ছেলে,
শ্যামল সঘন নববরষার কিশোর দূত কি এলে।
ধানের ক্ষেতের পারে   শালের ছায়ার ধারে
বাঁশির সুরেতে  সুদূর দূরেতে  চলেছ হৃদয় মেলে॥
    পুব-দিগন্ত দিল তব দেহে নীলিমলেখা,
       পীত ধড়াটিতে অরুণরেখা,
    কেয়াফুলখানি   কবে তুলে আনি
       দ্বারে মোর রেখে গেলে॥
আমার গানের হংসবলাকাপাঁতি
বাদল-দিনের তোমার মনের সাথি।
    ঝড়ে চঞ্চল তমালবনের প্রাণে
        তোমাতে আমাতে মিলিয়াছি একখানে,
           মেঘের ছায়ায় চলিয়াছি ছায়া ফেলে॥",1
"  বাদল-দিনের প্রথম কদম ফুল     করেছ দান,
       আমি দিতে এসেছি শ্রাবণের গান॥
    মেঘের ছায়ায় অন্ধকারে   রেখেছি ঢেকে তারে
       এই-যে আমার সুরের ক্ষেতের প্রথম সোনার ধান॥
    আজ এনে দিলে, হয়তো দিবে না কাল–
রিক্ত হবে যে তোমার ফুলের ডাল।
   এ গান আমার শ্রাবণে শ্রাবণে   তব বিস্মৃতিস্রোতের প্লাবনে
       ফিরিয়া ফিরিয়া আসিবে তরণী বহি তব সম্মান॥",1
"আজি   তোমায় আবার চাই শুনাবারে
যে কথা শুনায়েছি বারে বারে–
    আমার পরানে আজি   যে বাণী উঠিছে বাজি
            অবিরাম বর্ষণধারে॥
কারণ শুধায়ো না, অর্থ নাহি তার,
সুরের সঙ্কেত জাগে পুঞ্জিত বেদনার।
   স্বপ্নে যে বাণী মনে মনে   ধ্বনিয়া উঠে ক্ষণে ক্ষণে
       কানে কানে গুঞ্জরিব তাই বাদলের অন্ধকারে॥",1
"  এসো গো জ্বেলে দিয়ে যাও প্রদীপখানি
             বিজন ঘরের কোণে,   এসো গো।
     নামিল শ্রাবণসন্ধ্যা, কালো ছায়া ঘনায় বনে বনে॥
আনো বিস্ময় মম নিভৃত প্রতীক্ষায়   যূথীমালিকার মৃদু গন্ধে –
                নীলবসন-অঞ্চল-ছায়া
                   সুখরজনী-সম মেলুক মনে॥
        হারিয়ে গেছে মোর বাঁশি,
আমি   কোন্‌ সুরে ডাকি তোমারে।
        পথ-চেয়ে-থাকা মোর দৃষ্টিখানি
             শুনিতে পাও কি তাহার বাণী–
        কম্পিত বক্ষের পরশ মেলে কি সজল সমীরণে॥",1
"আজি   ঝরো ঝরো মুখর বাদরদিনে
জানি নে,   জানি নে কিছুতে কেন যে মন লাগে না॥
   এই   চঞ্চল সজল পবন-বেগে  উদ্‌ভ্রান্ত মেঘে মন চায়
         মন চায়   ওই বলাকার পথখানি নিতে চিনে॥
মেঘমল্লারে সারা দিনমান
   বাজে ঝরনার গান।
      মন হারাবার আজি বেলা,   পথ ভুলিবার খেলা–মন চায়
           মন চায়   হৃদয় জড়াতে কার চিরঋণে॥",1
"শ্রাবণের গগনের গায়   বিদ্যুৎ চমকিয়া যায়।
   ক্ষণে ক্ষণে শর্বরী শিহরিয়া উঠে,   হায়॥
       তেমনি তোমার বাণী   মর্মতলে যায় হানি   সঙ্গোপনে,
                ধৈরজ যায় যে টুটে,   হায়॥
   যেমন বরষধারায়   অরণ্য আপনা হারায়   বারে বারে
                   ঘন রস-আবরণে
          তেমনি তোমার স্মৃতি   ঢেকে ফেলে মোর গীতি
                  নিবিড় ধারে   আনন্দ-বরিষনে,   হায়॥",1
"স্বপ্নে আমার মনে হল   কখন   ঘা দিলে আমার দ্বারে,   হায়।
      আমি   জাগি নাই জাগি নাই গো,
            তুমি   মিলালে অন্ধকারে,   হায়॥
   অচেতন মনো-মাঝে   তখন   রিমিঝিমি ধ্বনি বাজে,
            কাঁপিল বনের হাওয়া ঝিল্লিঝঙ্কারে।
   আমি  জাগি নাই জাগি নাই গো,  নদী বহিল বনের পারে॥
পথিক এল দুই প্রহরে   পথের আহবান আনি ঘরে।
      শিয়রে নীরব বীণা     বেজেছিল কি জানি না–
            জাগি নাই জাগি নাই গো,
       ঘিরেছিল বনগন্ধ ঘুমের চারিধারে॥",1
"শেষ গানেরই রেশ নিয়ে যাও চলে,    শেষ কথা যাও বলে॥
    সময় পাবেনা আর,     নামিছে অন্ধকার,
        গোধূলিতে আলো-আঁধারে
            পথিক যে পথ ভোলে॥
        পশ্চিমগগনে ওই দেখা যায় শেষ রবিরেখা,
           তমাল-অরণ্যে ওই শুনি শেষ কেকা।
    কে আমার অভিসারিকা বুঝি   বাহিরিল অজানারে খুঁজি,
           শেষবার মোর আঙিনায় দ্বার খোলে॥",1
" এসেছিলে তবু আস নাই   জানায়ে গেলে
   সমুখের পথ দিযে   পলাতকা ছায়া ফেলে॥
তোমার সে উদাসীনতা     সত্য কিনা জানি না সে,
   চঞ্চল চরণ গেল ঘাসে ঘাসে বেদনা মেলে॥
   তখন পাতায় পাতায়   বিন্দু বিন্দু ঝরে জল,
   শ্যামল বনান্তভূমি   করে ছলোছল্‌।
তুমি চলে গেছ ধীরে ধীরে,     সিক্ত সমীরে,
   পিছনে নীপবীথিকায় রৌদ্রছায়া যায় খেলে॥",1
" এসেছিনু দ্বারে তব শ্রাবণরাতে,
        প্রদীপ নিভালে কেন অঞ্চলঘাতে॥
        অন্তরে কালো ছায়া পড়ে আঁকা,
        বিমুখ মুখের ছবি মনে রয় ঢাকা,
                  দুঃখের সাথি তারা ফিরিছে সাথে॥
কেন দিলে না মাধুরীকণা,   হায় রে কৃপণা।
        লাবণ্যলক্ষ্মী বিরাজে   ভুবনমাঝে,
                  তারি লিপি দিলে না হাতে॥",1
"  নিবিড় মেঘের ছায়ায় মন দিয়েছি মেলে,
      ওগো প্রবাসিনী, স্বপনে তব
           তাহার বারতা কি পেলে॥
আজি তরঙ্গকল্লোলে   দক্ষিণসিন্ধুর ত্রন্দনধ্বনি
        আনে বহিয়া কাহার বিরহ॥
   লুপ্ত তারার পথে চলে কাহার সুদূর স্মৃতি
       নিশীথরাতের রাগিণী বহি।
       নিদ্রাবিহীন ব্যথিত হৃদয়
        ব্যর্থ শূন্যে তাকায়ে রহে॥",1
" আমার   যে দিন ভেসে গেছে চোখের জলে,
    তারি    ছায়া পড়েছে শ্রাবণগগনতলে॥
সে দিন যে রাগিণী গেছে থেমে     অতল বিরহে নেমে
    আজি   পুবের হাওয়ায় হাওয়ায় হায় হায় হায় রে
           কাঁপন ভেসে চলে॥
    নিবিড় সুখে মধুর দুখে জড়িত ছিল সেই দিন–
    দুই তার জীবনের বাঁধা ছিল বীন।
তার ছিঁড়ে গেছে কবে     এক দিন কোন্‌ হাহারবে,
       সুর হারায়ে গেল পলে পলে॥",1
"   পাগলা হাওয়ার বাদল-দিনে
      পাগল আমার মন জেগে ওঠে॥
চেনাশোনার কোন্‌ বাইরে     যেখানে পথ নাই নাই রে
      সেখানে অকারণে যায় ছুটে॥
ঘরের মুখে আর কি রে     কোনো দিন সে যাবে ফিরে।
            যাবে না, যাবে না–
               দেয়াল যত সব গেল টুটে॥
বৃষ্টি-নেশা-ভরা সন্ধ্যাবেলা   কোন্‌ বলরামের আমি চেলা,
আমার     স্বপ্ন ঘিরে নাচে মাতাল জুটে–
               যত    মাতাল জুটে।
    যা     না চাইবার তাই আজি চাই গো,
    যা     না পাইবার তাই কোথা পাই গো।
            পাব না, পাবনা,
         মরি   অসম্ভবের পায়ে মাথা কুটে॥",1
"  আজি   মেঘ কেটে গেছে সকালবেলায়,
        এসো এসো এসো   তোমার হাসিমুখে–
             এসো আমার অলস দিনের খেলায়॥
        স্বপ্ন যতো জমেছিল আশা-নিরাশায়
        তরুণ প্রাণের বিফল ভালোবাসায়
দিব   অকূল-পানে ভাসায়ে ভাঁটার গাঙের ভেলায়।
        দুঃখসুখের বাঁধন তারি গ্রন্থি দিব খুলে,
        আজি ক্ষণেক-তরে মোরা রব আপন ভুলে।
যে গান হয় নি গাওয়া     যে দান হয় নি পাওয়া–
        আজি পুরব-হাওয়ায় তারি পরিতাপ
                  উড়াব অবহেলায়॥",1
" সঘন গহন রাত্রি,     ঝরিছে শ্রাবণধারা–
          অন্ধ বিভাবরী সঙ্গপরশহারা॥
        চেয়ে থাকি যে শূন্যে   অন্যমনে
    সেথায় বিরহিণীর অশ্রু   হরণ করেছে ওই তারা॥
অশত্থপল্লবে বৃষ্টি ঝরিয়া   মর্মরশব্দে
    নিশীথের অনিদ্রা দেয় যে ভরিয়া।
       মায়ালোক হতে ছায়াতরণী
          ভাসায় স্বপ্নপারাবারে– নাহি তার কিনারা॥",1
"         ওগো তুমি পঞ্চদশী,
তুমি    পৌঁছিলে পূর্ণিমাতে।
মৃদুস্মিত স্বপ্নের আভাস তব বিহবল রাতে॥
        ক্বচিৎ জাগরিত বিহঙ্গকাকলী
           তব নবযৌবনে উঠিছে আকুলি   ক্ষণে ক্ষণে।
        প্রথম আষাঢ়ের কেতকীসৌরভ তব নিদ্রাতে॥
                     যেন অরণ্যমর্মর
                  গুঞ্জরি উঠে তব বক্ষে থরথর।
                      অকারণ বেদনার ছায়া ঘনায় মনের দিগন্তে,
                           ছলো ছলো জল এনে দেয় তব নয়নপাতে॥",1
"আজি    শরততপনে   প্রভাতস্বপনে   কী জানি পরান কী যে চায়।
ওই     শেফালির শাখে   কী বলিয়া ডাকে,   বিহগ বিহগী কী যে গায় গো॥
আজি    মধুর বাতাসে   হৃদয় উদাসে,   রহে না আবাসে মন হায়–
কোন্‌    কুসুমের আশে   কোন্‌ ফুলবাসে   সুনীল আকাশে মন ধায় গো॥
 

আজি    কে যেন গো নাই, এ প্রভাতে তাই   জীবন বিফল হয় গো–
তাই     চারিদিকে চায়,   মন কেঁদে গায়   ‘এ নহে, এ নহে, নয় গো ’।
কোন্‌    স্বপনের দেশে   আছে এলোকেশে   কোন্‌ ছায়াময়ী অমরায়।
আজি    কোন্‌ উপবনে,    বিরহবেদনে    আমারি কারণে কেঁদে যায় গো॥
 

আমি    যদি গাঁথি গান   অথিরপরান   সে গান শুনাব কারে আর।
আমি    যদি গাঁথি মালা  লয়ে ফুলডালা,   কাহারে পরাব ফুলহার॥
আমি    আমার এ প্রাণ   যদি করি দান,   দিব প্রাণ তবে কার পায়।
সদা     ভয় হয় মনে,   পাছে অযতনে   মনে মনে কেহ ব্যথা পায় গো॥",1
"মেঘের কোলে রোদ হেসেছে, বাদল গেছে টুটি।   আহা, হাহা, হা।
আজ আমাদের ছুটি ও ভাই, আজ আমাদের ছুটি।  আহা, হাহা, হা।
    কী করি আজ ভেবে না পাই,   পথ হারিয়ে কোন্‌ বনে যাই,
    কোন্‌ মাঠে যে ছুটে বেড়াই সকল ছেলে জুটি। আহা, হাহা, হা।
কেয়া- পাতার নৌকো গড়ে সাজিয়ে দেব ফুলে–
তাল দিঘিতে ভাসিয়ে দেব, চলবে দুলে দুলে।
    রাখাল ছেলের সঙ্গে ধেনু  চরাব আজ বাজিয়ে বেণু,
    মাখব গায়ে ফুলের রেণু চাঁপার বনে লুটি।  আহা, হাহা, হা॥",1
"আজ   ধানের ক্ষেতে রৌদ্রছায়ায় লুকোচুরি খেলা–
 নীল  আকাশে কে ভাসালে সাদা মেঘের ভেলা॥
        আজ  ভ্রমর ভোলে মধু খেতে– উড়ে বেড়ায় আলোয় মেতে,
                  আজ   কিসের তরে নদীর চরে চখা-চখীর মেলা॥
        ওরে,   যাব না আজ ঘরে রে ভাই, যাব না আজ ঘরে।
        ওরে,   আকাশ ভেঙে বাহিরকে আজ নেব রে লুট করে।
            যেন জোয়ার-জলে ফেনার রাশি   বাতাসে আজ ছুটছে হাসি,
                 আজ   বিনা কাজে বাজিয়ে বাঁশি কাটবে সকল বেলা॥",1
"আমরা   বেঁধেছি কাশের গুচ্ছ, আমরা গেঁথেছি শেফালিমালা–
       নবীন ধানের মঞ্জরী দিয়ে সাজিয়ে এনেছি ডালা॥
       এসো গো শারদলক্ষ্মী, তোমার শুভ্র মেঘের রথে,
এসো            নির্মল নীলপথে,
এসো            ধৌত শ্যামল আলো-ঝলমল বনগিরি-পর্বতে–
এসো            মুকুটে পরিয়া শ্বেতশতদল শীতল-শিশির-ঢালা।
       ঝরা মলতীর ফুলে
       আসন বিছানো নিভৃত কুঞ্জে ভরা গঙ্গার কূলে,
       ফিরিছে মরাল ডানা পাতিবারে তোমার চরণমূলে।
       গুঞ্জর তাল তুলিয়ো তোমার সোনার বীণার তারে
       মৃদুমধু ঝংকারে,
       হাসি-ঢালা সুর গলিয়া পড়িবে ক্ষণিক অশ্রুধারে।
       রহিয়া রহিয়া যে পরশমণি ঝলকে অলককোণে
       পলকের তরে সকরুণ করে বুলায়ো বুলায়ো মনে–
       সোনা হয়ে যাবে সকল ভাবনা, আঁধার হইবে আলা॥",1
"অমল ধবল পালে লেগেছে   মন্দ মধুর হাওয়া–
   দেখি নাই কভু দেখি নাই   এমন তরণী-বাওয়া॥
      কোন্‌ সাগরের পার হতে আনে কোন্‌ সুদূরের ধন–
                ভেসে যেতে চায় মন,
      ফেলে যেতে চায় এই কিনারায় সব চাওয়া সব পাওয়া॥
পিছনে ঝরিছে ঝরো ঝরো জল, গুরু গুরু দেয়া ডাকে,
   মুখে এসে পড়ে অরুণকিরণ ছিন্ন মেঘের ফাঁকে।
      ওগো কাণ্ডারী, কে গো তুমি, কার হাসিকান্নার ধন
                ভেবে মরে মোর মন–
      কোন্‌ সুরে আজ বাঁধিবে যন্ত্র, কী মন্ত্র হবে গাওয়া॥",1
"   আমার নয়ন-ভুলানো এলে,
     আমি   কী হেরিলাম হৃদয় মেলে॥
  শিউলিতলার পাশে পাশে   ঝরা ফুলের রাশে রাশে
       শিশির-ভেজা ঘাসে ঘাসে   অরুণরাঙা চরণ ফেলে
            নয়ন-ভুলানো এলে॥
আলোছায়ার আঁচলখানি লুটিয়ে পড়ে বনে বনে,
   ফুলগুলি ওই মুখে চেয়ে কী কথা কয় মনে মনে।
       তোমায় মোরা করব বরণ,   মুখের ঢাকা করো হরণ,
   ওইটুকু ওই মেঘাবরণ   দু হাত দিয়ে ফেলো ঠেলে॥
বনদেবীর দ্বারে দ্বারে শুনি গভীর শঙ্খধ্বনি,
  আকাশবীণার তারে তারে জাগে তোমার আগমনী।
     কোথায় সোনার নূপুর বাজে,   বুঝি আমার হিয়ার মাঝে
  সকল ভাবে সকল কাজে   পাষাণ-গালা সুধা ঢেলে–
             নয়ন-ভুলানো এলে॥",1
"শিউলি ফুল,    শিউলি ফুল,    কেমন ভুল,    এমন ভুল॥
    রাতের বায়   কোন্‌ মায়ায়   আনিল হায়   বনছায়ায়,
        ভোরবেলায়   বারে বারেই   ফিরিবারে হলি ব্যাকুল॥
           কেন রে তুই উন্মনা!   নয়নে তোর হিমকণা।
        কোন্‌ ভাষায়   চাস বিদায়,   গন্ধ তোর   কী জানায়–
           সঙ্গে হায়   পলে পলেই   দলে দলে   যায় বকুল॥",1
